#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-28T14:15:52 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-28T14:15:52	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=I/311/hip2&-out=HIP,RArad,DErad,pmRA,pmDE,Hpmag&-out.max=15000&Hpmag=&lt;6.5&-out.form=tsv	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1311
#Name: I/311
#Title: Hipparcos, the New Reduction (van Leeuwen, 2007)
#INFO	ivoid=ivo://cds.vizier/i/311	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/311	    IVOID of underlying data collection
#INFO	creator=van Leeuwen F.	    First author or institution
#INFO	cites=bibcode:2007A&A...474..653V	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2007	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/311	    Dataset landing page
#INFO	publication_date=2017-12-22	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_311_hip2:
#Name: I/311/hip2
#Title: The Astrometric Catalogue
#Column	HIP	(I6)	Hipparcos identifier	[ucd=meta.id;meta.main]
#Column	RArad	(F12.8)	Right Ascension in ICRS, Ep=1991.25	[ucd=pos.eq.ra;meta.main]
#Column	DErad	(F12.8)	Declination in ICRS, Ep=1991.25	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F8.2)	Proper motion in Right Ascension	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F8.2)	Proper motion in Declination	[ucd=pos.pm;pos.eq.dec]
#Column	Hpmag	(F7.4)	Hipparcos magnitude	[ucd=phot.mag;em.opt.V]
HIP	RArad	DErad	pmRA	pmDE	Hpmag
  5896	018.93956338	-68.87623707	  412.11	  127.74	 4.9639
  5926	019.04959118	+71.74384579	   -0.95	   -0.50	 5.9673
  5928	019.05252431	+87.14554511	   50.68	  -20.75	 6.3642
  5936	019.07875989	+33.11480712	   28.29	  -36.42	 6.2053
  5947	019.12932562	+79.90986962	  -48.69	   58.59	 6.3658
  5951	019.15144454	-02.50021268	  -99.43	  -63.55	 5.5765
  5992	019.26533875	-66.39789063	   52.58	   14.58	 6.2573
  5993	019.27105877	+44.90209028	   12.35	  -40.55	 6.2275
  6061	019.44993347	+03.61452053	  -46.75	  -21.61	 5.1732
  6087	019.54225761	+47.41971623	    8.01	   -3.39	 6.4362
  6093	019.55788406	+57.80316870	   -6.91	   -0.64	 6.2998
  6193	019.86657420	+27.26408690	   22.98	  -11.12	 4.7736
  6226	019.95121746	-00.50899515	    6.35	  -14.96	 6.0071
  6242	020.02049032	+58.23161618	   -0.59	   -1.59	 5.1132
  6261	020.08104639	+77.57046492	  -18.73	   90.01	 6.4743
  6272	020.11599019	-11.23881508	  -50.02	  -75.66	 6.3244
  6283	020.14405486	-03.24700003	   -1.57	    3.80	 6.4163
  6312	020.27160585	+64.65818828	   59.75	  -22.83	 6.3720
  6315	020.28064153	+28.73839002	   27.95	  -75.41	 5.3776
  6378	020.49558011	+76.23888755	   67.13	  -33.37	 6.4450
  6411	020.58497105	+45.52875641	   31.45	    8.83	 5.0399
  6427	020.62715361	-19.08104943	  -56.95	  -64.31	 6.4586
  6432	020.65381199	+01.72644133	   65.09	  -44.89	 6.3289
  6486	020.83863470	+58.14321415	  133.35	  -90.54	 6.4597
  6492	020.85396905	+20.46898994	   -6.28	   -9.03	 6.0763
  6502	020.87903354	-30.94550602	  -15.17	  -45.20	 5.9239
  6512	020.90546608	+34.24560126	  233.10	  117.80	 6.4286
  6514	020.91898228	+37.71499030	   82.07	  -20.46	 5.6691
  6522	020.94506565	+78.72604824	   -4.39	    3.39	 6.1598
  6537	021.00604673	-08.18275392	  -77.94	 -206.53	 3.7757
  6539	021.01013870	-08.00725259	  180.69	  -66.90	 6.2821
  6564	021.08535371	-06.91466892	   29.35	    3.96	 6.0119
  6589	021.16631093	-15.66041929	   29.21	  -19.52	 6.3371
  6592	021.16988856	-41.49245871	   17.32	  -36.42	 5.5784
  6595	021.17467740	-44.52852823	   -9.69	  -19.82	 6.4274
  6605	021.20281088	-02.84852182	   11.24	  -27.79	 6.3263
  6631	021.27198214	-64.36943615	   23.07	  -17.15	 6.0274
  6669	021.39856854	+23.51157322	   31.21	  -22.72	 6.2851
  6670	021.40503868	-14.59875443	   42.94	  -17.26	 5.0612
  6685	021.44292759	+70.97992146	    9.31	  -14.19	 6.3502
  6686	021.45251246	+60.23540367	  296.57	  -49.22	 2.7146
  6692	021.48293395	+68.12994732	   75.50	   26.93	 4.8899
  6702	021.53590870	+34.57990688	  237.19	  -84.64	 6.4536
  6706	021.56366122	+19.17232091	  -26.89	   11.12	 5.4375
  6711	021.57749579	+43.45788624	  108.76	  -59.72	 6.0921
  6732	021.67352947	+19.24056465	   50.60	  -57.87	 5.6657
  6748	021.71481849	-13.05653364	   13.32	    9.31	 5.5926
  6759	021.74208418	-32.54310053	   -7.63	  -31.48	 6.4116
  6776	021.77589513	+34.37757828	  162.60	  -10.34	 6.3698
  6794	021.86110567	+41.10109789	    9.70	   25.36	 6.4937
  6813	021.91285482	+45.40695276	  356.99	 -109.40	 4.9223
  6822	021.94348581	-10.90162046	  178.04	   15.54	 6.2781
  6867	022.09142395	-43.31772907	  -18.06	 -208.63	 3.5329
  6868	022.09520586	+07.96137396	  110.93	   -8.71	 6.3873
  6952	022.37723884	-46.75646219	    1.29	   15.86	 6.2757
  6960	022.40041770	-21.62934675	   56.11	    3.54	 5.1255
  6981	022.47011292	+18.35567543	   58.43	   -2.70	 6.0708
  6999	022.52542518	+47.00737701	    0.06	  -41.87	 5.4338
  7007	022.54559633	+06.14393327	  292.00	  -45.95	 4.9799
  7016	022.59531977	-26.20785467	   43.55	    1.90	 6.0814
  7050	022.71671757	+66.09811439	   75.05	  -10.48	 6.1760
  7078	022.80632756	+70.26478888	  138.01	  -75.75	 5.9300
  7083	022.81242304	-49.07307705	  138.38	  153.89	 4.0987
  7097	022.87080767	+15.34583101	   27.14	   -2.64	 3.7914
  7115	022.91256439	-45.57572368	  -11.28	    3.88	 6.1908
  7118	022.93021489	-30.28292502	   -4.51	  -63.48	 5.9572
  7147	023.03159830	+34.79997547	   -8.83	   -5.37	 6.3546
  7189	023.15163540	-49.72753419	  -28.72	  -74.29	 6.3716
  7213	023.23355084	-36.86518188	    1.39	  -20.16	 5.6515
  7243	023.32611277	+08.20881488	   18.45	  -32.26	 6.4752
  7251	023.35711613	+58.32734509	    4.22	   -4.23	 5.8247
  7271	023.41359163	-78.50448596	  -31.72	 -137.68	 6.2724
  7276	023.42805469	-07.02514281	  175.19	  -82.30	 5.8860
  7294	023.48302533	+59.23209666	  -43.03	  -22.31	 4.8477
  7321	023.56915513	+37.23719744	   13.58	  -21.90	 5.8861
  7345	023.65717241	-15.67635289	   94.84	   -3.14	 5.6475
  7359	023.70436420	+18.46067231	   30.65	  -66.04	 5.9918
  7361	023.71180141	-31.89221431	  -70.50	  -42.27	 6.2803
  7387	023.81128960	-58.13939415	  283.97	  -32.20	 6.1162
  7436	023.94350185	+14.66144112	    2.89	   -7.95	 6.2220
  7447	023.97777199	+17.43378986	  149.34	   20.92	 6.0199
  7450	023.99565515	-15.40021578	   20.43	   13.36	 5.5783
  7463	024.03512086	-29.90743410	  117.37	   46.72	 5.7687
  7493	024.11339245	+48.72282135	  -16.08	  -17.81	 6.3598
  7505	024.18134719	+07.83150677	    4.85	    8.83	 6.4540
  7506	024.18654131	-58.27096783	   23.78	    1.55	 6.2334
  7513	024.19990403	+41.40638473	 -173.33	 -381.80	 4.2118
  7535	024.27483894	+12.14151075	  -77.29	    9.13	 5.6279
  7568	024.36575014	-84.76964997	   34.69	   21.77	 5.8263
  7580	024.40648899	-09.40405168	  250.18	  109.82	 6.3546
  7588	024.42813208	-57.23665985	   87.00	  -38.24	 0.4233
  7601	024.47908317	-82.97528853	  122.41	  119.98	 6.0069
  7607	024.49792632	+48.62848635	   61.95	 -112.15	 3.7515
  7617	024.53151508	+57.97764481	    2.61	   -6.30	 5.7152
  7643	024.61455921	-36.52795345	  -13.41	 -122.41	 6.1048
  7650	024.62892061	+73.04007186	  -11.24	  -13.53	 5.4463
  7651	024.63265676	+45.39970531	  -15.64	   -0.77	 6.3812
  7679	024.71544936	-21.27547460	  128.90	   36.17	 5.6627
  7719	024.83757933	+44.38612810	  -19.78	   15.40	 5.1627
  7740	024.91986642	+16.40588614	   81.40	  -11.43	 6.1499
  7751	024.94684868	-56.19644225	  282.16	   10.56	 5.9046
  7786	025.05465447	+53.86828902	  -16.43	   -5.05	 6.4642
  7818	025.14501738	+40.57710615	   15.99	  -23.76	 4.9376
  7819	025.14535950	+08.76076512	   67.31	    2.14	 6.4337
  7825	025.16483540	+43.29776345	  109.41	  -31.97	 5.6994
  7874	025.32624348	+25.74581085	  118.85	  -42.11	 6.2989
  7879	025.33868887	-79.14825411	   59.29	   21.63	 6.4936
  7884	025.35794833	+05.48760467	  -23.36	    3.36	 4.5914
  7886	025.36368447	-38.13296434	   50.78	   55.75	 6.2897
  7906	025.41350943	+30.04713545	   -8.39	   -6.63	 6.1307
  7916	025.43665915	-11.32366800	   57.89	 -413.00	 5.8455
  7918	025.44381588	+42.61380690	  791.47	 -180.80	 5.0839
  7921	025.44980041	-60.78924089	   13.68	  -39.55	 5.8647
  7941	025.51256353	-36.83226419	  -29.47	  -16.96	 5.7106
  7943	025.51439553	+35.24576693	   48.81	  -25.49	 5.6163
  7955	025.53602204	-32.32685731	  -71.07	  -51.06	 5.4202
  7963	025.57369219	+58.62775844	   14.15	   -8.19	 6.3509
  7965	025.58518454	+68.04304645	   52.54	  -10.04	 5.5571
  7978	025.62146269	-53.74057473	  166.32	 -106.52	 5.6378
  7981	025.62479066	+20.27015048	 -302.42	 -678.88	 5.3905
  7999	025.68132061	-03.69011680	  -10.00	  -34.84	 5.1677
  8016	025.73220422	+70.62255893	   76.87	  -14.03	 5.1822
  8020	025.74298821	+61.42109584	    2.60	   -9.15	 6.3413
  8046	025.83223957	+60.55137088	   14.29	  -15.11	 5.7809
  8068	025.91506366	+50.68876539	   24.59	  -14.01	 3.9801
  8086	025.95895129	+32.19201135	   -7.39	    1.30	 6.4723
  8094	025.97837520	-04.76543978	  -25.58	  -31.66	 6.3301
  8102	026.02136459	-15.93955572	-1721.05	  854.16	 3.6295
  8115	026.07464095	+57.53666146	   46.52	  -19.17	 6.2331
  8127	026.11055427	+46.13976850	   -7.18	  -31.86	 6.4567
  8148	026.19229542	+57.08922140	   18.83	    1.33	 6.2711
  8159	026.23271930	+20.08340554	  -44.75	 -105.35	 6.4169
  8198	026.34828635	+09.15764141	   72.98	   39.30	 4.4267
  8209	026.41106045	-25.05243389	  159.36	  -73.17	 5.3833
  8230	026.49694066	-05.73322714	  -10.36	  -30.34	 5.4934
  8233	026.50414387	-27.34872126	   96.56	  -45.57	 6.4699
  8240	026.52469182	-50.81621315	   42.43	  -17.52	 5.5513
  8241	026.52557875	-53.52218046	  126.95	   59.63	 5.0555
  8320	026.81955806	-41.76004473	   12.50	   48.87	 6.2954
  8362	026.93360061	+63.85310133	  582.03	 -246.93	 5.7673
  8366	026.94453866	-80.17616910	  -71.62	  -57.43	 6.1335
  8369	026.94903416	-37.15953260	    1.51	   19.58	 6.4901
  8370	026.95001192	+46.22988453	   13.01	  -56.14	 6.4284
  8387	027.04542776	+16.95563078	   54.72	  -33.60	 5.8530
  8404	027.10843264	+03.68540397	   -7.40	   19.26	 6.0728
  8423	027.16184130	+37.95293567	  111.57	  -26.45	 6.1018
  8433	027.17366168	+32.68948708	 -166.85	  297.38	 5.9059
  8475	027.31483875	+47.89695135	  -21.08	  -11.68	 6.0724
  8497	027.39662951	-10.68618052	 -148.11	  -93.43	 4.7411
  8514	027.45359430	-38.40348311	    2.58	  281.47	 6.4809
  8544	027.53575106	+22.27535615	  -16.52	   -8.25	 5.9716
  8552	027.58367025	-47.81650898	  116.40	   49.06	 6.3064
  8588	027.71672501	+11.04344590	  -69.39	  -28.45	 6.0012
  8593	027.72699465	-50.20612721	  -48.27	   -4.42	 5.9906
  8598	027.73786891	+51.93369796	   41.51	 -115.69	 6.0571
  8645	027.86504430	-10.33494527	   40.80	  -37.25	 3.9067
  8704	027.99711382	+55.14740474	   12.05	   -9.18	 5.4690
  8714	028.03897532	+50.79286353	   18.72	  -28.63	 5.6854
  8771	028.21140488	+51.47485295	  -12.10	   -6.98	 6.3028
  8778	028.21703195	-16.92912377	   42.72	  -51.30	 5.8565
  8796	028.27041599	+29.57939714	   10.82	 -234.24	 3.5210
  8814	028.32229933	+40.72979984	   -9.52	   -3.53	 5.5725
  8820	028.34615315	-38.59470333	  128.64	   28.99	 6.2597
  8832	028.38235766	+19.29409257	   79.20	  -97.63	 3.8584
  8833	028.38890184	+03.18747844	   24.48	   25.99	 4.7687
  8837	028.41174873	-46.30244641	  -93.16	  -91.17	 4.4099
  8882	028.59191793	-42.49688106	  -33.91	  -28.17	 5.1060
  8886	028.59868112	+63.67014682	   32.09	  -18.94	 3.3107
  8903	028.65978905	+20.80829983	   98.74	 -110.41	 2.7044
  8922	028.72395670	+40.70220076	   45.67	  -69.31	 6.4076
  8928	028.73339493	-67.64748114	   76.22	   72.94	 4.8442
  8930	028.74013958	+37.12833505	   37.71	  -16.99	 6.4466
  8983	028.94360828	-60.86113753	   13.39	   65.98	 6.1499
  8991	028.95937689	-78.34867735	  103.13	   53.57	 6.2540
  8993	028.96263319	+23.57734291	   11.44	  -10.05	 5.9283
  8998	028.97391414	+01.84951924	  154.24	  186.27	 6.1364
  9001	028.97697378	+37.27780086	   10.35	   -5.05	 6.0032
  9007	028.98680221	-51.60958691	  680.92	  283.46	 3.8511
  9009	029.00001598	+68.68526519	   14.96	  -10.11	 4.9527
  9021	029.03845779	+37.25180399	  184.18	   11.47	 5.8529
  9022	029.03914719	-49.83647994	   14.26	   13.97	 6.3495
  9061	029.16732764	-22.52671161	   63.33	  -30.10	 5.0531
  9085	029.24856743	-51.76685032	  348.84	  248.54	 6.2027
  9095	029.29163620	-47.38529908	  104.29	   10.54	 4.9864
  9110	029.33763943	+17.81758918	   34.76	  -22.95	 5.2589
  9132	029.43223070	+27.80452392	   13.29	  -59.67	 5.9114
  9153	029.48239741	+23.59609596	  -92.55	  -13.25	 4.8582
  9220	029.63840754	+61.69781628	   14.09	  -11.10	 6.0110
  9222	029.63958207	+49.20425210	    6.67	   41.74	 5.8612
  9236	029.69113173	-61.56992473	  263.66	   26.77	 2.9305
  9295	029.85783594	+12.29495718	    8.75	  -33.76	 6.1511
  9307	029.89831406	+21.05860482	  140.10	  -15.68	 6.0588
  9312	029.90828955	+64.62163887	   35.39	  -15.73	 5.2961
  9313	029.91189296	-42.03028936	  -49.15	  -99.65	 5.7343
  9318	029.92116556	-66.06657316	   33.64	    6.04	 6.2589
  9326	029.94245130	-20.82457561	   19.60	   14.97	 5.5194
  9347	030.00093673	-21.07777206	  134.92	  -24.59	 4.1012
  9353	030.03760311	+03.09763537	  229.73	 -257.63	 6.0086
  9372	030.11154959	-08.52382604	   86.13	  -19.57	 5.3545
  9440	030.31165162	-30.00156552	 -109.37	 -109.19	 5.5008
  9459	030.42667645	-44.71339059	  -31.43	  -47.73	 5.2658
  9480	030.48979025	+70.90704624	  -55.69	   -8.71	 4.5498
  9487	030.51166985	+02.76376128	   32.45	    0.04	 3.8281
  9505	030.57530927	+54.48754927	   34.32	   -3.27	 4.9807
  9521	030.61781134	-29.66566513	  -16.37	    9.28	 6.4616
  9533	030.64615791	+13.47672774	   -2.47	   -3.70	 6.0290
  9562	030.71566982	-23.88655072	  -40.33	  -32.33	 6.4505
  9564	030.71872448	+64.90149398	  -12.65	  -12.52	 6.0162
  9568	030.73767607	+77.91627531	   -4.42	   -5.63	 6.2088
  9570	030.74152889	+33.28415125	  -15.97	   -7.22	 5.5314
  9572	030.74397310	-15.30594989	   25.86	    8.32	 6.0337
  9573	030.75078599	+64.39002286	   -0.88	   -2.35	 5.6907
  9586	030.79377910	+73.85056537	  -26.85	    2.27	 6.1794
  9589	030.79835728	+00.12845405	   76.15	   21.69	 5.4819
  9598	030.85912640	+72.42123962	  -43.57	   22.30	 3.9602
  9621	030.91359348	+25.93544862	  128.01	   11.19	 5.7591
  9622	030.91868528	-04.10336419	    8.31	  -61.68	 5.7274
  9627	030.92755691	+18.25328854	   -7.76	  -20.36	 6.3661
  9631	030.95051277	-00.34014628	   80.87	  -42.36	 6.0997
  9640	030.97466207	+42.32984825	   42.32	  -49.30	 2.2409
  9677	031.12262522	-29.29683943	   12.79	    8.48	 4.6405
  9727	031.27938960	+77.28145622	  139.92	  -47.79	 5.3539
  9763	031.38157429	+76.11511014	  -11.97	  -20.63	 5.3823
  9809	031.55113159	+08.24814268	  -14.61	  -14.36	 6.3317
  9827	031.62196124	+00.03536888	   64.13	    6.25	 6.4509
  9836	031.64130245	+22.64840425	   17.86	  -37.55	 5.0756
  9859	031.70509574	+25.70458864	   19.46	  -14.31	 6.0043
  9884	031.79285751	+23.46277747	  188.55	 -148.08	 2.1726
  9977	032.12144141	+37.85918341	  154.36	  -42.76	 4.8326
  9990	032.16908635	+58.42360506	   -1.37	   -1.65	 5.8124
  9999	032.19028180	-17.77910457	  -10.82	  -20.83	 6.1362
 10035	032.28888097	-43.51647091	  -48.60	  -51.92	 5.9989
 10053	032.35535917	+25.93997360	   70.46	  -34.99	 5.0654
 10054	032.35601833	+81.29592802	  -33.98	    6.09	 6.0910
 10064	032.38550383	+34.98739210	  149.16	  -39.10	 3.0625
 10111	032.51987576	-43.81555684	   51.40	   -8.75	 6.4790
 10115	032.53218844	+53.84320113	   25.17	  -44.52	 6.4687
 10138	032.60000727	-50.82531507	 2092.86	  653.21	 6.2571
 10155	032.65642516	+19.50040370	   87.88	  -27.82	 5.7378
 10176	032.72014119	+39.03957804	  -12.89	   -2.98	 6.0685
 10203	032.80025119	+25.93695509	   -8.48	   -6.03	 6.1602
 10212	032.83817700	+08.57008269	 -142.05	 -114.54	 5.7570
 10215	032.84267750	-10.05174597	  -27.65	 -170.59	 6.0954
 10220	032.85416172	+31.52642255	   35.88	   -9.49	 6.2779
 10227	032.87164328	+57.64554795	   -0.71	   -1.55	 6.4613
 10234	032.89934000	-01.82534875	  -11.27	  -32.96	 6.0991
 10280	033.09301657	+30.30321456	  -65.05	  -60.50	 5.0791
 10296	033.15630064	+24.16779345	   43.13	   -6.26	 6.1137
 10305	033.19717942	-02.39345966	  378.17	  -70.63	 5.7721
 10306	033.19993287	+21.21098283	  163.49	    5.22	 5.3294
 10320	033.22691688	-30.72384253	   14.10	    6.85	 5.2714
 10324	033.25004581	+08.84675255	  -26.87	  -17.23	 4.5172
 10326	033.25396804	-21.00023654	   57.25	   41.57	 6.0303
 10328	033.26352155	+15.27991058	   97.95	  -20.30	 5.8196
 10340	033.30558700	+44.23168920	  -20.90	  -14.46	 4.9716
 10350	033.33768837	+74.02781026	   46.93	  -36.79	 6.4140
 10366	033.40008119	+51.06623276	  347.28	 -172.26	 5.4642
 10403	033.51053634	+47.48438752	  -81.00	  -62.34	 6.1406
 10418	033.56042758	-67.84155184	   26.01	   45.05	 5.6677
 10438	033.62126575	+66.52444211	   -6.38	   -6.29	 6.1794
 10440	033.63317370	-41.16670116	  -21.38	  -25.61	 6.0751
 10513	033.86899314	-67.74633498	   43.47	  -13.16	 5.8280
 10535	033.92847662	+25.04325525	  -89.72	  -86.42	 5.6885
 10540	033.94139918	+25.78309887	  175.98	  -66.49	 5.8880
 10559	033.98456267	+33.35897589	  -14.07	  -33.21	 5.2580
 10602	034.12708462	-51.51211139	   91.03	  -22.23	 3.5211
 10642	034.24578976	-06.42185626	   92.04	 -108.21	 5.6658
 10644	034.26007310	+34.22482957	 1151.83	 -246.89	 4.9831
 10670	034.32848200	+33.84732084	   44.64	  -52.57	 4.0211
 10718	034.49925434	+57.89980819	   60.83	    4.88	 5.9172
 10723	034.50510965	+01.75689966	  366.69	  370.63	 5.7237
 10729	034.51916509	+57.51632558	  -12.98	   -2.23	 6.1519
 10732	034.53144402	+19.90116107	  -13.19	    0.72	 5.5924
 10793	034.73745335	+28.64267405	    6.63	    0.00	 5.3089
 10798	034.74435775	-25.94676781	 -217.55	  444.44	 6.4739
 10814	034.79518225	+46.47229009	  -23.35	  -11.87	 6.2678
 10819	034.82019861	+47.37998811	  -60.03	   -5.61	 5.3248
 10826	034.83661105	-02.97706076	    9.33	 -237.36	 4.9898
 10871	034.97602802	-55.94484168	   23.10	   18.54	 5.9260
 10924	035.17292655	+47.31082930	   12.90	  -10.38	 6.1399
 10944	035.24238698	+50.15154161	   38.72	  -31.90	 5.5474
 11001	035.43759554	-68.65942375	  -49.95	    2.48	 4.0980
 11021	035.48597958	+00.39569191	  -12.73	   -7.58	 5.3733
 11029	035.50600211	-10.77733436	  153.14	  -84.29	 5.5187
 11033	035.52073832	-17.66202805	    9.08	  -57.97	 6.0477
 11043	035.54875947	-43.19991704	   59.75	   43.83	 6.4628
 11046	035.55169503	-00.88474022	  -17.71	  -46.31	 5.5043
 11060	035.58930921	+55.84565632	    0.86	   -1.78	 5.2722
 11072	035.63508769	-23.81631543	  196.61	   -4.98	 5.3187
 11090	035.70984185	+41.39653474	  -73.93	  -97.50	 5.8827
 11095	035.71864231	-73.64582093	  -80.75	   11.97	 6.1606
 11102	035.72772632	-51.09228914	   22.15	   65.77	 5.9685
 11108	035.73977972	-18.35465998	  131.06	 -132.90	 6.3879
 11174	035.96561142	+55.36486799	   -1.37	   -2.60	 6.4342
 11220	036.10372472	+50.00663301	   24.35	  -37.10	 5.3524
 11231	036.14044419	-40.84072423	  228.56	  109.09	 6.3057
 11249	036.20435262	+10.61059805	   20.09	  -14.79	 5.4559
 11258	036.22497738	-60.31162904	  -71.69	 -131.28	 5.4522
 11261	036.24328352	-02.78001480	    2.06	   -6.61	 6.3456
 11279	036.31678850	+56.60982410	   -0.08	   -1.50	 6.3300
 11293	036.36035099	-66.49402865	  -19.22	    1.15	 6.3164
 11313	036.40583751	+50.27866580	   24.66	  -15.13	 4.8510
 11345	036.48755140	-12.29045207	  -11.28	   -9.48	 4.8772
 11348	036.50156714	-15.34111461	  -47.10	  -56.60	 5.9217
 11381	036.64651663	-20.04286372	   86.49	  100.73	 6.0542
 11407	036.74627095	-47.70382674	   19.32	   -5.54	 4.2002
 11415	036.78023263	+27.01257783	  -27.94	  -74.94	 6.2645
 11432	036.86578361	+31.80134871	  -24.33	  -28.51	 5.7130
 11465	036.96562109	+50.57019419	   32.23	  -90.71	 6.2532
 11477	037.00704186	-33.81105276	   18.99	    5.13	 5.1641
 11479	037.01808028	-64.29978330	   34.86	    6.12	 6.3555
 11484	037.03965837	+08.46008868	   41.80	  -13.55	 4.2725
 11486	037.04162629	+29.66953827	  -15.34	  -85.95	 5.3697
 11524	037.14773189	-31.10240166	  -35.87	  -18.37	 6.2802
 11548	037.20224438	+29.93158392	  -66.53	   71.93	 6.0211
 11569	037.26661748	+67.40238406	  -26.61	   38.21	 4.5135
 11578	037.30678103	+23.46907784	   84.79	  -22.98	 6.2404
 11603	037.39732692	+09.56562427	   -0.67	    1.95	 6.2443
 11651	037.56899451	+33.83384260	   70.49	  -55.81	 6.4299
 11670	037.63464228	+25.23521401	   62.71	  -73.04	 5.9694
 11671	037.63662643	-22.54524197	    6.28	  -31.34	 6.2541
 11678	037.65986609	+19.85538801	   80.41	  -35.17	 6.2057
 11687	037.68847232	+00.25587585	  -53.16	  -52.93	 6.0588
 11698	037.72657579	+17.70405703	   32.67	  -83.89	 6.3760
 11738	037.87534296	+02.26720641	   21.22	  -10.03	 5.4248
 11757	037.91716948	-79.10924936	  137.24	  -54.22	 5.4354
 11767	037.94614300	+89.26413778	   44.48	  -11.85	 2.1077
 11783	038.02198890	-15.24431882	  -80.21	 -146.29	 4.8432
 11784	038.02556615	+36.14723145	   46.62	   16.26	 5.2802
 11791	038.03931841	-01.03481748	  -24.72	  -32.08	 5.5288
 11802	038.06133473	-36.42733818	   55.69	   14.21	 6.4459
 11840	038.21940874	+34.54245655	  -54.41	  -19.59	 6.0047
 11843	038.22562442	+15.03446482	  -14.25	   36.63	 6.1229
 11867	038.27932877	-34.64992342	  -17.81	  -18.82	 6.0755
 11907	038.41768940	-20.00172697	  -35.64	  -79.25	 6.3621
 11918	038.46130175	-28.23234018	  -13.24	   -1.79	 4.9548
 11925	038.47757340	-51.09349605	  -10.06	  -23.16	 6.3545
 12002	038.67745731	-07.85928859	   57.16	  -65.41	 5.8935
 12022	038.76724802	+07.47129563	   -9.99	 -123.50	 6.3378
 12057	038.86619953	+39.66446196	   17.47	  -34.02	 6.3276
 12072	038.91142603	+37.31229059	   -1.04	  -13.68	 5.8690
 12086	038.94499590	+34.68768421	   25.74	  -50.66	 5.5064
 12093	038.96870387	+05.59330143	  -26.51	  -22.32	 5.0189
 12107	039.00028394	-07.83145295	  -34.97	  -59.99	 5.6141
 12114	039.01596871	+06.88336442	 1807.78	 1444.02	 5.9524
 12122	039.03865178	-30.04496362	  -17.45	   -6.18	 5.9055
 12148	039.14626518	+07.73007770	  -57.00	  -18.30	 5.9767
 12153	039.15728637	+12.44784626	  282.19	  -86.84	 5.7528
 12160	039.17937696	+31.60766591	  -24.97	    1.07	 6.2336
 12181	039.23782985	+38.73398301	  145.41	 -165.59	 6.0193
 12186	039.24425349	-34.57734541	  -18.35	 -259.35	 5.9086
 12200	039.27713566	+32.89101712	   82.78	   30.72	 6.3419
 12225	039.35110365	-52.54308836	  112.70	    3.73	 5.3735
 12239	039.40002831	+65.74535769	   42.91	   -8.91	 5.9255
 12247	039.42407322	-03.39606795	   40.18	  -42.91	 5.8154
 12272	039.50292400	+07.69537668	   87.92	  -39.50	 6.4932
 12273	039.50870085	+72.81821444	  -28.51	   16.08	 5.3275
 12287	039.57440979	+37.72682255	  -39.17	  -46.40	 6.2961
 12288	039.57748192	-30.19388298	   97.59	  -74.25	 5.9386
 12305	039.61643498	+38.08916499	   11.53	  -10.67	 6.2925
 12318	039.65326433	+03.44318569	   33.78	    6.61	 6.3716
 12332	039.70416228	+21.96144464	   -7.47	  -15.90	 5.5071
 12387	039.87061789	+00.32851674	   12.85	   -2.94	 4.0081
 12390	039.89055078	-11.87158223	  161.62	 -230.53	 4.9262
 12394	039.89676533	-68.26694753	   87.30	    0.09	 4.0933
 12413	039.94966511	-42.89163303	   88.20	  -17.82	 4.7613
 12444	040.05209859	-09.45268370	 -138.88	  -79.97	 5.9040
 12447	040.06526159	+06.11195313	   48.28	   -1.15	 6.3445
 12484	040.16491588	-54.54992418	   32.86	    4.96	 5.3052
 12486	040.16638218	-39.85530924	  135.92	  -27.53	 4.2751
 12489	040.17097153	+27.06100888	   64.83	  -26.05	 5.3318
 12530	040.30779538	-00.69534801	  216.51	 -129.33	 5.8383
 12562	040.39221946	-14.54941173	   -6.17	   55.08	 6.0738
 12584	040.45138718	-03.21377677	  -10.35	  -11.49	 6.2333
 12608	040.52746487	-38.38371776	   20.86	   12.84	 6.1571
 12611	040.53514704	-46.52421183	    9.99	  -94.41	 6.2505
 12623	040.56220344	+40.19438712	  -17.20	 -183.30	 5.0240
