#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-28T14:15:53 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-28T14:15:53	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=I/239/hip_main&-out=HIP,B-V&-out.max=15000&Vmag=&lt;6.5&-out.form=tsv	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
HIP	B-V
 78017	-0.028
 78045	 0.087
 78046	 0.130
 78058	 0.462
 78059	 0.485
 78072	 0.478
 78078	 0.243
 78104	-0.199
 78105	 0.129
 78106	 0.072
 78117	 0.381
 78132	 1.141
 78142	 1.095
 78153	 1.110
 78159	 1.231
 78168	 0.012
 78180	 0.269
 78207	-0.080
 78236	 1.006
 78246	-0.092
 78265	-0.180
 78276	 1.529
 78279	-0.066
 78286	 0.289
 78323	 0.988
 78355	-0.016
 78360	 0.387
 78384	-0.206
 78400	 0.517
 78401	-0.117
 78436	 0.043
 78442	 1.003
 78445	 0.010
 78459	 0.612
 78469	 0.264
 78476	 0.567
 78481	 0.992
 78486	 1.454
 78493	-0.050
 78527	 0.528
 78540	-0.003
 78542	 1.498
 78554	 0.066
 78575	 1.304
 78592	-0.094
 78603	-0.015
 78632	 1.576
 78639	 0.902
 78649	 0.586
 78650	 1.234
 78655	-0.146
 78661	 0.051
 78662	 0.252
 78665	 0.470
 78685	 0.960
 78699	 1.386
 78710	 1.366
 78726	 0.338
 78731	 0.006
 78727	 0.460
 78747	 0.409
 78820	-0.065
 78821	-0.024
 78840	 0.084
 78849	 0.413
 78868	 1.169
 78870	 1.034
 78877	-0.071
 78893	-0.019
 78914	 0.230
 78918	-0.184
 78933	-0.046
 78955	 0.660
 78970	 0.298
 78985	 1.365
 78989	 0.565
 78990	 0.831
 79005	 0.018
 79007	 0.200
 79031	-0.038
 79043	 0.931
 79045	 1.140
 79050	 1.643
 79072	 1.575
 79086	 1.418
 79098	 0.020
 79101	-0.045
 79102	-0.003
 79119	 1.015
 79120	 1.471
 79125	 0.032
 79137	 0.988
 79153	-0.024
 79164	 1.076
 79173	 0.790
 79195	 1.446
 79199	-0.075
 79203	 0.447
 79280	-0.093
 79302	 1.131
 79320	 0.273
 79332	 0.020
 79349	 1.519
 79350	 1.228
 79357	 1.464
 79358	 1.352
 79374	 0.076
 79375	 0.087
 79385	 1.262
 79387	 0.118
 79399	 0.012
 79404	-0.172
 79414	 0.993
 79420	 1.283
 79441	 0.391
 79463	 0.133
 79488	 1.472
 79490	 1.965
 79497	 0.365
 79509	 1.017
 79522	 0.997
 79530	 0.043
 79540	 1.394
 79581	 1.148
 79593	 1.584
 79596	 1.021
 79599	 0.002
 79601	 0.063
 79605	 1.085
 79607	 0.599
 79622	 0.027
 79653	-0.114
 79661	 1.114
 79664	 1.105
 79666	 1.126
 79672	 0.652
 79686	 1.334
 79689	 0.137
 79692	 0.098
 79754	 1.696
 79757	 0.063
 79781	 0.326
 79787	 0.793
 79788	 1.270
 79790	 0.788
 79797	 0.159
 79804	 1.551
 79812	 0.273
 79822	 0.393
 79867	 1.343
 79881	 0.008
 79882	 0.966
 79938	 1.475
 79945	 1.066
 79953	 1.369
 79963	 0.099
 79980	 0.466
 79992	-0.151
 80000	 1.080
 80008	 0.410
 80021	 0.938
 80047	 1.680
 80054	 0.970
 80057	 1.413
 80066	-0.079
 80079	 0.758
 80112	 0.299
 80161	 1.115
 80170	 0.299
 80179	 0.338
 80181	 0.970
 80197	 1.631
 80208	-0.047
 80212	 1.121
 80214	 1.523
 80227	 0.058
 80247	 0.083
 80309	 0.956
 80324	 0.013
 80331	 0.910
 80337	 0.625
 80343	 0.996
 80351	 0.018
 80375	 0.001
 80390	-0.104
 80399	 0.625
 80421	 0.187
 80455	 0.029
 80460	 0.174
 80463	 0.002
 80473	 0.227
 80480	 0.249
 80514	 1.065
 80558	 0.919
 80569	 0.217
 80582	-0.070
 80610	 1.638
 80620	 1.721
 80628	 0.185
 80645	 0.383
 80650	-0.051
 80672	 1.104
 80675	 0.008
 80682	 1.517
 80686	 0.555
 80693	 1.461
 80704	 1.289
 80708	 1.378
 80710	 1.052
 80719	 0.410
 80763	 1.865
 80782	 0.488
 80788	 1.459
 80793	 0.823
 80809	 0.026
 80815	-0.116
 80816	 0.947
 80840	 0.371
 80843	 1.274
 80850	 0.995
 80874	 1.236
 80883	 0.022
 80888	 1.640
 80894	 0.924
 80898	 1.605
 80910	 1.085
 80911	-0.168
 80920	 1.291
 80945	 0.299
 80953	 0.125
 80975	 0.130
 80991	 0.039
 81007	-0.044
 81008	 1.495
 81065	 0.923
 81122	 0.045
 81126	-0.013
 81141	 1.235
 81198	 1.346
 81231	 0.062
 81252	 0.949
 81266	-0.206
 81289	 1.044
 81290	-0.060
 81292	-0.027
 81300	 0.827
 81304	 1.535
 81305	 0.338
 81337	-0.055
 81358	 1.527
 81377	 0.038
 81404	 1.150
 81425	 0.433
 81428	 1.141
 81437	 1.055
 81440	 0.165
 81472	-0.053
 81497	 1.562
 81499	 1.806
 81507	-0.073
 81523	-0.035
 81580	 0.492
 81632	 1.077
 81641	-0.004
 81650	 0.321
 81657	 0.488
 81659	 0.046
 81660	 1.212
 81663	 1.147
 81670	 1.316
 81687	 0.313
 81691	 1.019
 81693	 0.650
 81702	 0.169
 81710	-0.078
 81724	 1.095
 81728	 0.214
 81729	 0.402
 81733	-0.043
 81734	 0.336
 81741	 0.653
 81754	 0.436
 81800	 0.541
 81803	 0.776
 81823	 1.524
 81833	 0.916
 81840	 0.088
 81847	 0.821
 81852	 1.060
 81854	 0.430
 81873	 0.037
 81891	-0.076
 81903	 0.143
 81904	-0.054
 81911	 0.321
 81914	-0.078
 81966	 1.230
 81972	-0.093
 81992	 0.103
 82012	 1.415
 82020	 0.375
 82028	 1.637
 82037	-0.012
 82073	 1.535
 82080	 0.897
 82091	 0.087
 82110	-0.101
 82129	-0.080
 82135	 0.975
 82162	 0.140
 82171	-0.096
 82172	 1.504
 82216	-0.001
 82241	 0.877
 82259	 0.192
 82273	 1.447
 82321	 0.087
 82339	 0.234
 82350	 0.015
 82355	 1.257
 82363	 1.562
 82369	 0.478
 82396	 1.144
 82402	 0.108
 82405	 0.401
 82418	 0.325
 82419	 1.086
 82422	 1.626
 82426	 1.014
 82453	 0.124
 82480	 0.055
 82493	 0.047
 82504	 1.246
 82514	-0.200
 82517	-0.028
 82539	 1.289
 82543	 0.264
 82545	-0.210
 82554	-0.141
 82587	 0.319
 82611	 1.325
 82621	 0.685
 82650	 1.643
 82669	 0.462
 82671	 0.444
 82672	 1.592
 82673	-0.088
 82676	 0.176
 82691	 0.126
 82693	 0.283
 82716	 0.626
 82723	 1.466
 82729	 1.393
 82730	 1.100
 82731	 0.214
 82764	 0.966
 82775	 0.132
 82780	 0.921
 82783	 0.396
 82798	 0.339
 82802	 1.407
 82806	 0.059
 82855	 1.747
 82860	 0.481
 82861	 0.952
 82868	-0.016
 82880	 0.259
 82898	 0.383
 82902	-0.069
 82911	 0.228
 82925	-0.018
 82944	 0.260
 82951	 0.084
 82960	 1.606
 82979	 1.000
 82987	 0.909
 82989	 0.930
 83000	 1.160
 83007	 1.089
 83013	 1.280
 83057	 0.016
 83081	 1.552
 83090	 0.391
 83100	 0.179
 83114	 0.725
 83138	 1.165
 83150	-0.103
 83153	 1.452
 83176	 1.607
 83187	 0.194
 83196	 0.407
 83207	-0.018
 83216	 0.883
 83235	 1.161
 83254	 1.332
 83255	 0.043
 83262	 1.483
 83269	 0.100
 83289	 1.006
 83308	 0.031
 83313	 0.028
 83317	 0.306
 83321	 0.279
 83323	-0.124
 83331	 1.351
 83336	-0.100
 83342	 0.091
 83359	 0.960
 83365	 1.134
 83367	 1.018
 83430	 1.600
 83431	 0.498
 83462	 1.467
 83478	 0.010
 83481	 0.072
 83491	 0.409
 83493	 1.518
 83494	 0.200
 83499	 0.263
 83504	 1.050
 83535	-0.097
 83556	 1.570
 83565	 0.010
 83567	-0.035
 83574	 0.257
 83575	 1.091
 83593	 0.099
 83594	 0.074
 83601	 0.578
 83608	 0.471
 83613	 0.125
 83635	 0.104
 83650	 0.281
 83677	 1.458
 83684	 0.128
 83688	 0.896
 83692	 1.299
 83693	 0.076
 83706	 0.438
 83738	 0.209
 83740	-0.038
 83816	 0.032
 83834	 1.285
 83838	 0.309
 83853	 0.074
 83854	 1.011
 83857	-0.017
 83895	-0.120
 83896	 0.276
 83906	 0.697
 83947	 1.275
 83962	 0.465
 83984	-0.049
 84012	 0.059
 84021	-0.025
 84033	 0.867
 84054	 0.227
 84105	 1.786
 84108	 0.185
 84113	 1.040
 84143	 0.441
 84150	 0.042
 84151	 1.050
 84158	 1.062
 84175	-0.048
 84177	 1.593
 84183	 0.216
 84226	 0.071
 84248	 1.070
 84311	 1.728
 84332	 2.282
 84345	 1.164
 84379	 0.080
 84380	 1.437
 84401	-0.056
 84402	 1.096
 84405	 0.855
 84425	 0.580
 84431	 1.335
 84445	-0.027
 84478	 1.144
 84479	 0.235
 84489	 0.479
 84496	 1.090
 84500	 0.023
 84510	-0.004
 84514	 1.119
 84524	 1.100
 84535	 1.575
 84551	 0.514
 84556	 0.187
 84573	-0.166
 84599	 1.544
 84606	 0.043
 84626	 1.046
 84631	 0.015
 84649	 1.691
 84650	 0.109
 84656	 1.011
 84671	 1.539
 84690	-0.049
 84691	 0.981
 84709	 1.082
 84720	 0.764
 84731	 1.389
 84759	 0.413
 84769	 1.499
 84780	 1.487
 84792	 0.040
 84801	 0.850
 84821	 0.063
 84833	 1.654
 84835	 1.586
 84855	 0.427
 84862	 0.619
 84880	 0.037
 84883	 0.326
 84887	 0.000
 84893	 0.394
 84934	 0.724
 84938	 1.608
 84947	 1.399
 84949	 0.667
 84950	 1.463
 84969	 1.194
 84970	-0.186
 84979	-0.042
 85019	 0.541
 85020	 0.682
 85042	 0.680
 85048	 1.075
 85049	 1.075
 85068	 0.994
 85079	-0.097
 85084	 1.549
 85112	-0.011
 85139	 1.251
 85147	-0.147
 85149	 0.716
 85157	 0.229
 85162	-0.052
 85169	-0.067
 85181	 0.884
 85185	 0.074
 85187	-0.017
 85195	 0.046
 85207	 0.939
 85235	 0.759
 85237	 0.046
 85242	 1.103
 85258	 1.479
 85267	-0.150
 85268	 0.619
 85290	 0.024
 85302	 1.528
 85307	 0.457
 85312	 1.055
 85313	 0.124
 85317	 0.139
 85333	 0.592
 85340	 0.283
 85355	 1.480
 85365	 0.385
 85379	 0.121
 85382	-0.017
 85385	-0.119
 85389	-0.058
 85391	-0.055
 85393	-0.039
 85397	 0.517
 85405	 1.146
 85409	 0.063
 85423	 0.402
 85442	 0.010
 85450	 1.660
 85470	 1.169
 85474	 0.570
 85480	-0.073
 85520	 1.113
 85537	 0.237
 85543	 1.112
 85549	-0.010
 85589	 0.091
 85622	 0.930
 85666	 0.056
 85667	 0.715
 85670	 0.954
 85688	 0.510
 85692	 1.397
 85693	 1.434
 85696	-0.179
 85699	 0.239
 85715	 0.960
 85727	-0.104
 85749	 0.844
 85751	-0.045
 85755	 0.016
 85760	 1.617
 85783	-0.065
 85786	 1.191
 85788	 0.805
 85790	-0.001
 85792	-0.136
 85805	 1.077
 85819	 0.251
 85822	 0.021
 85826	-0.013
 85829	 0.279
 85839	 0.360
 85888	 1.089
 85889	 0.041
 85912	 0.505
 85922	 0.187
 85923	 0.602
 85927	-0.231
 85930	 1.002
 85934	 1.595
 85975	 0.953
 85998	 0.040
 86011	 0.045
 86019	 0.013
 86032	 0.155
 86036	 0.602
 86060	 0.011
 86064	 0.025
 86088	-0.081
 86092	-0.020
 86096	 0.978
 86098	 0.006
 86118	 0.184
 86130	 1.367
 86153	 1.586
 86170	 1.075
 86178	 0.158
 86182	 1.142
 86184	 0.596
 86201	 0.430
 86219	 1.016
 86228	 0.406
 86246	 1.244
 86248	 1.109
 86254	 0.114
 86263	 0.262
 86266	 0.357
 86284	 0.132
 86305	 0.195
 86311	-0.057
 86313	 1.228
 86352	 0.827
 86373	 0.567
 86391	 1.021
 86414	-0.179
 86462	 1.599
 86476	 1.608
 86486	 0.415
 86501	 1.199
 86506	 1.075
 86510	 0.999
 86527	 1.673
 86537	 1.204
 86546	 0.040
 86552	-0.004
 86561	 1.068
 86565	 0.086
 86575	 1.271
 86614	 0.434
 86620	 0.530
 86623	 0.387
 86628	 1.661
 86667	 1.436
 86670	-0.171
 86698	 1.553
 86713	 1.521
 86716	 1.813
 86725	 0.438
 86731	 0.683
 86732	 0.426
 86736	 0.469
 86742	 1.168
 86768	 0.324
 86769	 0.384
 86782	 0.017
 86796	 0.694
 86809	 0.211
 86831	 0.131
 86847	 0.163
 86871	 0.912
 86925	 0.008
 86929	 1.161
 86974	 0.750
 87042	-0.020
 87044	 0.036
 87045	 0.095
 87072	 0.600
 87073	 0.509
 87074	 0.009
 87099	 1.446
 87108	 0.043
 87150	 0.135
 87158	 0.938
 87163	 0.094
 87174	 0.283
 87192	 0.024
 87194	 1.141
 87212	 0.043
 87220	-0.028
 87224	 1.236
 87234	 0.518
 87261	 1.192
 87264	-0.049
 87293	 1.452
 87294	 0.259
 87308	 1.071
 87314	-0.099
 87335	 1.247
 87341	 0.242
 87379	 0.010
 87390	 1.572
 87393	 1.008
 87404	 0.949
 87427	 0.997
 87428	 1.126
 87434	 1.060
 87445	 1.341
 87460	-0.111
 87472	 1.129
 87491	 1.573
 87495	 1.250
 87516	 1.241
 87523	 0.523
 87532	 0.342
 87540	 1.110
 87558	 0.425
 87563	 1.166
 87564	 1.086
 87567	-0.041
 87569	 1.098
 87585	 1.177
 87616	-0.060
 87624	 0.000
 87655	 0.474
 87670	 0.972
 87671	 0.055
 87706	 0.001
 87722	 0.074
 87728	 0.340
 87744	 0.316
 87747	 0.341
 87777	 1.249
 87782	 0.056
 87808	 1.350
 87812	 0.058
 87813	 0.024
 87822	 0.451
 87833	 1.521
 87836	 0.207
 87846	 1.176
 87847	 1.162
 87850	 1.453
 87865	 1.411
 87866	-0.015
 87875	 0.110
 87895	 0.642
 87910	 0.130
 87926	 1.205
 87928	-0.066
 87933	 0.935
 87936	 1.617
 87948	 0.007
 87998	 0.380
 88012	-0.077
 88020	 0.949
 88030	-0.064
 88038	 0.915
 88048	 0.987
 88060	 1.654
 88101	 1.561
 88116	-0.030
 88122	 1.562
 88125	 1.405
 88127	 0.521
 88128	 1.254
 88136	 0.516
 88148	 0.160
 88149	-0.100
 88172	-0.054
 88175	 0.390
 88190	 1.516
 88192	 0.029
 88213	-0.104
 88217	 0.747
 88258	 1.763
 88267	 0.406
 88274	 0.437
 88277	 1.549
 88290	 0.046
 88294	-0.016
 88298	-0.030
 88331	-0.100
 88346	-0.092
 88380	 0.495
 88404	 0.410
 88415	 0.037
 88429	 0.017
 88469	 0.031
 88522	-0.056
 88528	 0.306
 88550	 1.160
 88565	 0.287
 88567	 0.774
 88599	 1.528
 88601	 0.860
 88604	 1.241
 88635	 0.981
 88636	 1.179
 88657	 1.656
 88670	 0.184
 88671	 1.014
 88675	 0.172
 88684	 0.968
 88694	 0.615
 88714	-0.101
 88726	 0.255
 88732	 1.051
 88745	 0.528
 88754	-0.020
 88760	 0.102
 88765	 0.951
 88771	 0.159
 88788	 0.913
 88794	-0.018
 88815	 1.266
 88816	 1.132
 88817	 0.127
 88818	 0.158
 88836	 1.161
 88839	 0.938
 88859	-0.082
 88862	 0.181
 88866	 0.228
 88876	 0.755
 88886	-0.164
 88899	 0.176
 88929	 1.194
 88964	 0.363
 88972	 0.876
 88981	 1.428
 89000	 0.490
 89006	 1.553
 89008	 0.915
 89010	 1.025
 89020	 0.979
 89023	 0.574
 89042	 0.592
 89047	 0.943
 89065	 1.204
 89086	-0.137
 89096	 1.193
 89099	 0.295
 89112	 1.009
 89114	 0.158
 89115	 1.253
 89153	 1.055
 89156	 0.045
 89172	 1.643
 89234	 0.464
 89246	 1.038
 89279	-0.057
 89290	-0.155
 89298	 1.472
 89341	 0.195
 89347	 1.545
 89348	 0.440
 89369	 1.528
 89370	 1.414
 89439	 0.007
 89440	-0.023
 89448	 1.055
 89470	 0.165
 89474	 0.641
 89482	-0.111
 89487	 0.944
 89507	 0.962
 89512	 0.201
 89527	 1.550
 89587	 0.890
 89597	-0.046
 89604	 0.977
 89605	-0.050
 89609	 1.569
 89620	 0.536
 89622	 0.184
 89623	 0.382
 89637	-0.096
 89642	 1.582
 89674	-0.026
 89677	-0.040
 89678	 1.629
 89684	-0.004
 89683	 1.698
 89726	-0.144
 89772	 1.084
 89773	 1.508
 89805	 0.584
 89826	 1.162
 89827	 1.319
 89835	 1.112
 89851	 1.473
 89861	 1.594
 89908	-0.093
 89918	 0.911
 89920	 1.315
 89925	 0.231
 89931	 1.380
 89935	 0.212
 89937	 0.489
 89943	 1.086
 89962	 0.941
 89968	 0.670
 89977	-0.048
 89980	 1.823
 89981	 1.619
 90012	 0.264
 90023	 1.633
 90037	 1.498
 90052	 0.056
 90067	 1.250
 90074	-0.121
 90083	 0.130
 90086	 1.216
 90096	 0.006
 90098	 1.462
 90124	 1.015
 90133	 0.043
 90135	 0.932
 90139	 1.168
 90146	 0.168
 90156	 0.082
 90163	 1.429
 90174	 0.351
 90182	 0.051
 90185	-0.031
 90191	 0.047
 90200	-0.163
 90223	 0.593
 90238	 1.161
 90253	 0.381
 90256	 0.053
 90260	 1.138
 90289	 1.310
 90290	 1.006
 90304	 0.202
 90313	 0.884
 90336	-0.075
 90337	-0.037
 90342	 0.068
 90344	 1.179
 90414	 0.855
 90422	-0.179
 90441	 0.487
 90476	 0.979
 90478	 0.263
 90485	 0.517
 90487	 1.610
 90494	 0.003
 90496	 1.025
 90497	-0.034
 90510	 0.157
 90509	-0.035
 90541	 0.140
 90568	 0.995
 90595	 0.076
 90597	 0.904
 90606	 1.173
 90637	-0.096
 90642	 0.961
 90647	 1.192
 90651	 0.006
 90662	 1.258
 90664	 0.987
 90687	 1.057
 90692	 0.953
 90729	 0.795
 90759	 0.138
 90762	 0.053
 90763	 0.182
 90797	-0.116
 90804	 0.379
 90806	 0.016
 90830	-0.101
 90842	 1.322
 90844	 0.170
 90853	-0.127
 90858	-0.025
 90884	 0.217
 90887	 0.079
 90905	 0.611
 90913	 1.998
 90915	 1.490
 90923	-0.077
 90930	 0.992
 90936	 0.429
 90967	 0.034
 90969	 0.020
 90968	-0.060
 90971	-0.044
 90981	 0.688
 90982	 0.994
 90991	 0.043
 91004	 1.795
 91013	 1.091
 91014	-0.115
 91062	 1.254
 91090	 0.032
 91105	 0.926
 91117	 1.317
 91118	 0.006
 91119	-0.115
 91132	 0.280
 91139	 1.015
 91142	 0.075
 91159	 0.542
 91172	 1.272
 91196	 0.279
 91217	 0.387
 91235	-0.101
 91237	 0.386
 91250	 0.251
 91262	-0.001
 91279	 0.896
 91315	-0.045
 91322	 0.067
 91347	 0.189
 91369	 0.189
 91373	 1.444
 91394	 0.553
 91405	-0.018
 91438	 0.673
 91461	 0.233
 91491	-0.052
 91494	 1.654
 91499	 0.800
 91523	 0.962
 91525	-0.067
 91532	 1.536
 91533	 0.900
 91552	 0.220
 91606	 0.978
 91662	 1.220
 91675	-0.047
 91677	 0.757
 91689	 0.231
 91707	-0.116
 91723	-0.104
 91726	 0.358
 91733	 0.153
 91751	 1.006
 91755	-0.070
 91781	 1.591
 91792	 1.134
 91811	 1.234
 91820	 1.590
 91843	 0.094
 91845	 1.112
 91852	 1.040
 91854	 0.967
 91875	 0.075
 91880	 0.479
 91883	 0.360
 91901	 0.980
 91915	 0.967
 91918	-0.168
 91919	 0.170
 91926	 0.180
 91958	 0.437
 91971	 0.192
 91973	 0.285
 91974	 0.033
 91975	-0.055
 91985	 0.839
 91989	 0.850
 92008	 1.484
 92016	 0.458
 92021	 1.385
 92024	 0.199
 92027	 0.041
 92040	 0.296
 92041	-0.107
 92043	 0.483
 92056	 0.953
 92072	-0.080
 92079	 1.578
 92088	 1.199
 92098	-0.120
 92111	 1.591
 92112	 0.049
 92117	 0.131
 92131	 1.594
 92133	-0.096
 92136	 0.584
 92161	 0.148
 92175	 1.087
 92202	 1.280
 92226	 0.781
 92233	 0.593
 92243	-0.139
 92254	 1.509
 92269	 0.225
 92270	 0.492
 92294	 0.268
 92296	 0.242
 92301	 0.902
 92308	 0.133
 92312	 0.022
 92367	 0.891
 92382	-0.077
 92386	 0.041
 92390	 1.404
 92391	 1.568
 92394	 0.033
 92398	-0.154
 92405	 0.100
 92420	 0.003
 92456	 1.662
 92475	 1.443
 92480	 0.390
 92488	 0.594
 92512	 1.185
 92524	 0.299
 92549	 0.843
 92550	 1.183
 92551	-0.100
 92593	-0.008
 92599	-0.083
 92608	 1.426
 92609	-0.150
 92614	-0.068
 92630	 1.641
 92635	 0.941
 92643	 1.344
 92646	 0.962
 92669	 0.051
 92674	 0.200
 92676	 0.124
 92687	-0.092
 92689	 0.903
 92717	 0.021
 92728	-0.138
 92731	 1.243
 92747	 1.206
 92761	 1.412
 92768	 1.361
 92782	 1.151
 92791	 1.575
 92814	 0.141
 92818	 0.782
 92822	 0.452
 92824	 1.304
 92831	 1.034
 92833	 0.922
 92845	 1.348
 92855	-0.134
 92862	 1.397
 92866	 1.122
 92872	 1.041
 92882	 0.445
 92931	-0.021
 92937	 1.092
 92946	 0.161
 92951	 0.204
 92953	 0.998
 92963	-0.046
 92968	 0.961
 92969	 0.938
 92972	 1.223
 92989	-0.147
 92997	 1.155
 93012	 1.535
 93015	 0.530
 93017	 0.594
 93026	 1.057
 93049	-0.073
 93051	 0.004
 93057	 0.137
 93068	 0.072
 93074	 0.210
 93085	 1.151
 93104	-0.090
 93117	-0.033
 93124	 0.731
 93134	 1.347
 93138	 0.478
 93140	 0.087
 93148	-0.051
 93163	 1.355
 93174	 0.396
 93177	-0.146
 93179	 0.251
 93194	-0.049
 93197	 0.979
 93203	 0.573
 93209	-0.040
 93210	-0.168
 93225	-0.038
 93234	 0.962
 93238	 0.305
 93244	 1.082
 93256	 1.228
 93270	 1.672
 93279	 1.465
 93287	 0.977
 93299	-0.182
 93315	 1.253
 93340	 0.862
 93354	 0.983
 93371	 0.020
 93374	 1.114
 93393	-0.086
 93408	 0.186
 93418	 0.963
 93423	 1.647
 93429	 1.079
 93437	-0.117
 93443	 0.130
 93466	 0.983
 93470	 0.001
 93488	 1.648
 93498	 1.232
 93506	 0.062
 93523	 1.317
 93526	-0.005
 93537	 1.158
 93542	-0.027
 93543	 0.480
 93552	 0.328
 93574	 0.553
 93580	 0.182
 93624	 1.236
 93629	 0.857
 93666	 2.300
 93667	 0.026
 93683	 1.012
 93713	-0.014
 93717	 1.120
 93718	 1.548
 93720	 1.575
 93733	 1.348
 93747	 0.014
 93763	-0.015
 93770	 1.668
 93805	-0.096
 93815	 0.532
 93825	 0.523
 93843	 0.296
 93845	 0.104
 93855	-0.025
 93858	 0.705
 93860	-0.057
 93862	-0.017
 93864	 1.169
 93867	-0.055
 93887	-0.044
 93903	-0.109
 93917	 0.367
 93925	 1.579
 93966	 0.705
 93975	 0.434
 93993	 0.011
 93996	-0.087
 94005	 1.070
 94013	 1.086
 94054	 1.101
 94068	 0.346
 94083	 0.308
 94114	 0.042
 94130	 1.064
 94140	 0.008
 94141	 0.377
 94144	 1.156
 94149	-0.042
 94150	 0.901
 94157	-0.080
 94160	 1.163
 94243	 0.006
 94272	-0.031
 94280	 0.093
 94290	 0.444
 94302	 1.008
 94311	-0.062
 94336	 0.666
 94372	 1.129
 94376	 0.990
 94382	 0.069
 94385	 0.094
 94398	 0.954
 94434	 1.387
 94437	 1.442
 94477	-0.071
 94478	 0.100
 94481	-0.150
 94490	 1.156
 94556	 0.902
 94598	 0.895
 94620	 0.121
 94623	 0.930
 94624	 1.067
 94630	 1.665
 94643	 0.569
 94645	 0.548
 94648	 1.257
 94646	 1.743
 94685	 0.634
 94703	-0.058
 94712	 1.349
 94713	 1.258
 94720	-0.020
 94724	 0.193
 94727	 0.101
 94755	 0.479
 94770	-0.046
 94779	 0.950
 94789	 0.170
 94820	 1.013
 94827	 0.020
 94833	 0.019
 94834	 0.196
 94858	 0.505
 94885	 1.143
 94890	 1.123
 94913	 1.050
 94916	 1.065
 94929	 1.420
 94932	 0.012
 94974	 0.030
 94981	 0.676
 94982	 0.265
 94986	-0.122
 95002	 0.087
 95038	 1.626
 95066	 0.937
 95067	-0.092
 95073	-0.041
 95077	 0.276
 95081	 0.033
 95149	 0.628
 95154	 2.673
 95159	-0.091
 95167	 0.072
 95168	 0.228
 95176	 0.079
 95188	 1.062
 95211	 1.129
 95222	 1.093
 95235	 1.052
 95239	 0.328
 95241	-0.085
 95253	 0.458
 95260	-0.119
 95261	 0.020
 95281	 1.455
 95294	 0.350
 95319	 0.804
 95340	 0.013
 95347	-0.105
 95352	 0.924
 95369	 1.238
 95370	 1.074
 95372	-0.120
 95396	 1.603
 95398	 0.075
 95408	-0.117
 95447	 0.761
 95456	 1.278
 95477	 0.235
 95485	 1.372
 95487	-0.014
 95492	 0.528
 95498	 0.999
 95503	 1.442
 95501	 0.319
 95556	-0.120
 95557	 0.007
 95560	-0.006
 95564	 1.228
 95572	 0.456
 95576	 1.413
 95582	 1.558
 95585	 0.576
 95619	-0.014
 95656	-0.002
 95664	-0.068
 95673	-0.120
 95690	 1.406
 95732	-0.003
 95771	 1.502
 95785	 1.023
 95793	 0.088
 95812	 1.317
 95818	-0.097
 95820	 0.870
 95822	 1.050
 95823	 0.214
 95853	 0.148
 95865	 1.120
 95866	 0.974
 95898	 1.820
 95929	-0.019
 95932	 0.450
 95937	 1.770
 95947	 1.088
 95951	-0.095
 95953	-0.015
 95965	 0.121
 95978	 1.416
 95999	 1.638
 96003	 1.123
 96014	 1.274
 96016	 0.915
 96052	-0.150
 96095	 0.526
 96100	 0.786
 96141	 0.300
 96164	 1.580
 96178	-0.020
 96198	 1.545
 96204	 1.471
 96229	 1.176
 96234	 0.105
 96258	 0.475
 96275	-0.093
 96288	 0.060
 96297	 1.326
 96302	 0.581
 96316	 1.122
 96327	 1.122
 96341	 1.096
 96351	 0.414
 96356	 1.124
 96365	 1.089
 96387	-0.080
 96396	 1.034
 96406	 0.185
 96417	-0.059
 96428	 1.045
 96440	 0.273
 96441	 0.395
 96459	 0.928
 96465	-0.075
 96468	-0.079
 96481	 0.881
 96483	-0.046
 96496	 1.237
 96503	-0.087
 96516	 1.007
 96536	 0.501
 96546	 1.559
 96556	 0.429
 96572	 0.990
 96607	 0.973
 96620	 0.482
 96630	 0.001
 96665	-0.001
 96683	 0.971
